timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-12T14:27:12,codecarbon,ad3a4516-90a3-4c29-afc8-567ae6cef9ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,401.0224634410001,0.001857795873117567,4.632647900011947e-06,42.5,57.82063989602917,20.0,0.004730391228279154,0.006433309035532001,0.0022258365602611093,0.013389536824072254,0.0,United States,USA,oregon,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.12,3.2.6,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-121.1871,45.5999,31.350616455078125,machine,42.118249999999996,15.31375,7.75325,1.9683703899383544,N,1.0,0.0
